707,-1143,707,-944
707,-944,507,-944
507,-944,507,-1143
577,-995,607,-987
556,-1016,577,-995
548,-1046,556,-1016
556,-1075,548,-1046
577,-1097,556,-1075
607,-1105,577,-1097
636,-1097,607,-1105
658,-1075,636,-1097
665,-1046,658,-1075
658,-1016,665,-1046
636,-995,658,-1016
607,-987,636,-995
507,-1143,507,-1342
507,-1342,707,-1342
707,-1342,707,-1143
582,-1205,607,-1198
564,-1223,582,-1205
557,-1248,564,-1223
564,-1273,557,-1248
582,-1291,564,-1273
607,-1297,582,-1291
632,-1291,607,-1297
650,-1273,632,-1291
656,-1248,650,-1273
650,-1223,656,-1248
632,-1205,650,-1223
607,-1198,632,-1205
